gene_id	s001_Line1_0g_repeat	s002_Line1_0g_repeat	s003_Line1_0g_repeat	s004_Line1_1g_repeat	s005_Line1_1g_repeat	s006_Line1_1g_repeat	s007_Line1_ground_repeat	s008_Line1_ground_repeat	s009_Line1_ground_repeat
ENSG00000250464	0	0	0	0	0	0	0	0	0
ENSG00000250467	0	0	0	0	0	0	0	0	0
ENSG00000250470	3	1	3	0	1	0	1	0	2
ENSG00000250471	4	5	7	1	4	2	4	2	6
ENSG00000250472	0	0	0	0	1	0	0	1	0
ENSG00000250473	2	0	0	1	3	0	0	2	0
ENSG00000250474	6	0	5	3	6	8	0	6	8
ENSG00000250475	0	0	0	0	0	0	0	0	0
ENSG00000250476	0	0	5	0	0	1	0	0	0
ENSG00000250479	1705	2230	2013	654	1822	1440	704	1339	664
ENSG00000250480	0	0	0	0	0	0	0	0	0
ENSG00000250481	0	0	0	0	0	1	0	0	0
ENSG00000250482	0	0	0	0	0	0	0	0	0
ENSG00000250483	2	8	0	10	2	0	0	8	0
ENSG00000250484	0	0	1	0	0	0	0	0	0
ENSG00000250485	0	0	0	0	1	0	0	0	0
ENSG00000250486	51	55	100	35	123	7	49	22	42
ENSG00000250488	0	0	0	0	0	0	0	0	0
ENSG00000250490	0	0	0	1	0	0	0	0	0
ENSG00000250492	0	2	0	1	1	0	4	1	2
ENSG00000250493	0	0	0	0	0	1	1	0	0
ENSG00000250494	0	0	0	0	0	0	0	0	0
ENSG00000250496	0	0	0	0	0	0	0	0	0
ENSG00000250497	0	0	0	0	1	0	0	1	0
ENSG00000250500	0	0	0	0	0	0	0	0	0
ENSG00000250501	0	3	2	0	7	7	8	0	3
ENSG00000250503	0	0	0	0	0	0	0	0	0
ENSG00000250504	0	1	0	0	0	0	0	0	0
ENSG00000250505	0	0	1	0	0	0	0	0	0
ENSG00000250506	0	1	4	2	4	0	0	2	0
ENSG00000250507	0	0	0	0	0	0	0	0	0
ENSG00000250508	6	11	9	1	0	27	35	26	30
ENSG00000250509	0	0	0	0	0	0	0	0	0
ENSG00000250510	178	282	352	204	342	325	357	343	460
ENSG00000250511	4	14	43	15	3	49	20	4	15
ENSG00000250514	0	0	0	0	0	1	0	0	0
ENSG00000250515	0	0	0	0	0	0	0	0	0
ENSG00000250516	0	0	0	0	0	0	0	0	0
ENSG00000250517	0	0	0	0	0	0	0	0	0
ENSG00000250519	0	0	2	2	0	0	0	0	0
ENSG00000250522	0	0	0	0	0	0	0	0	0
ENSG00000250523	0	0	0	0	0	0	0	0	0
ENSG00000250524	0	0	0	0	0	0	0	0	0
ENSG00000250526	0	0	3	1	0	0	0	2	3
ENSG00000250529	0	0	0	0	0	0	0	0	0
ENSG00000250532	0	0	0	0	0	0	0	0	0
ENSG00000250535	0	0	0	0	0	0	0	0	0
ENSG00000250536	1	1	0	2	2	4	1	1	3
ENSG00000250538	0	0	1	0	0	14	0	0	0
ENSG00000250539	4	3	5	5	4	6	6	0	6
ENSG00000250540	0	0	0	0	0	0	0	0	0
ENSG00000250541	0	0	0	1	0	2	0	0	0
ENSG00000250543	0	0	2	0	0	1	10	13	40
ENSG00000250544	0	0	0	0	0	0	0	0	0
ENSG00000250546	1	0	1	0	0	1	0	0	0
ENSG00000250547	0	0	0	0	0	0	0	0	0
ENSG00000250548	1	3	5	7	6	14	7	6	4
ENSG00000250550	0	0	0	0	0	1	0	0	0
ENSG00000250551	0	0	0	0	0	0	0	0	0
ENSG00000250555	0	0	0	0	0	0	0	0	0
ENSG00000250556	0	0	0	0	1	0	0	0	0
ENSG00000250558	0	0	0	0	0	0	0	0	0
ENSG00000250560	0	0	0	0	0	0	0	0	0
ENSG00000250561	0	0	3	0	0	0	0	0	0
ENSG00000250562	0	0	0	1	0	1	0	1	0
ENSG00000250563	0	0	1	3	0	0	0	0	0
ENSG00000250564	0	0	1	0	0	0	0	0	0
ENSG00000250565	33	21	89	55	75	67	66	54	66
ENSG00000250566	0	0	0	0	0	0	0	0	0
ENSG00000250567	0	0	0	0	0	0	0	0	0
ENSG00000250568	1	2	4	2	0	1	0	0	0
ENSG00000250569	2	7	5	5	3	0	14	1	0
ENSG00000250571	179	300	309	181	409	316	182	180	292
ENSG00000250572	0	0	0	0	0	0	0	0	0
ENSG00000250573	0	0	0	0	0	0	0	0	0
ENSG00000250574	0	0	0	1	0	0	0	0	0
ENSG00000250575	0	0	0	0	0	0	0	0	0
ENSG00000250576	0	0	0	1	0	0	0	0	0
ENSG00000250577	0	0	0	0	0	0	0	0	0
ENSG00000250579	0	0	4	2	2	3	0	6	6
ENSG00000250580	0	0	0	0	0	0	0	0	0
ENSG00000250582	0	0	2	0	0	6	1	0	0
ENSG00000250583	0	0	0	1	0	1	0	0	0
ENSG00000250584	0	0	0	0	0	1	0	0	0
ENSG00000250585	0	0	5	0	0	0	0	0	0
ENSG00000250587	0	0	0	0	0	0	0	0	0
ENSG00000250590	0	0	0	0	0	0	0	0	0
ENSG00000250591	0	0	0	0	0	0	0	0	0
ENSG00000250592	0	0	0	0	0	0	0	0	0
ENSG00000250594	0	0	0	0	0	0	0	0	0
ENSG00000250596	0	0	0	0	0	6	0	4	0
ENSG00000250597	0	0	0	0	0	0	0	0	0
ENSG00000250599	0	0	0	0	0	0	0	0	0
ENSG00000250600	0	0	0	2	0	0	0	0	0
ENSG00000250602	1	0	0	3	0	2	0	0	0
ENSG00000250603	0	0	0	0	0	0	0	0	0
ENSG00000250604	0	0	0	0	0	0	0	0	0
ENSG00000250608	3	4	20	6	16	17	6	1	0
ENSG00000250609	0	0	0	0	0	0	0	0	0
ENSG00000250611	0	0	0	0	0	0	0	0	0
ENSG00000250612	0	0	5	0	0	0	0	0	0
ENSG00000250613	0	0	1	1	0	2	0	0	0
ENSG00000250614	0	0	0	0	0	0	0	0	0
ENSG00000250615	0	0	0	0	0	0	0	0	0
ENSG00000250616	15	30	11	11	36	28	27	8	4
ENSG00000250618	0	0	0	0	0	0	0	0	0
ENSG00000250619	0	0	0	0	0	0	0	0	0
ENSG00000250620	0	0	0	0	0	0	0	0	0
ENSG00000250622	0	0	0	0	0	0	0	0	0
ENSG00000250623	0	0	0	0	0	0	0	0	0
ENSG00000250624	1	0	17	0	0	0	0	10	0
ENSG00000250625	0	0	0	0	0	0	0	0	0
ENSG00000250626	0	0	2	1	0	0	0	0	0
ENSG00000250627	0	0	0	0	0	0	0	0	0
ENSG00000250629	0	0	0	0	0	0	0	0	0
ENSG00000250630	0	0	0	0	0	0	0	0	0
ENSG00000250632	0	0	0	0	0	0	0	0	0
ENSG00000250634	0	0	1	0	0	0	0	0	0
ENSG00000250635	3	6	1	1	5	2	0	0	0
ENSG00000250636	0	0	1	0	0	0	0	0	0
ENSG00000250637	0	0	0	0	0	0	0	0	0
ENSG00000250640	0	0	0	0	0	0	0	0	0
ENSG00000250641	0	0	0	0	0	0	0	0	0
ENSG00000250642	0	0	0	0	1	0	2	0	0
ENSG00000250643	0	0	0	1	1	0	0	0	0
ENSG00000250644	0	11	8	0	12	0	0	0	2
ENSG00000250645	0	0	0	0	0	2	0	0	0
ENSG00000250646	0	0	0	0	0	0	0	0	0
ENSG00000250650	0	0	0	0	0	0	0	0	0
ENSG00000250651	2	0	5	0	0	0	0	0	0
ENSG00000250654	0	0	0	0	0	0	0	0	0
ENSG00000250655	0	0	0	2	0	2	0	0	0
ENSG00000250656	0	0	4	0	0	0	0	0	0
ENSG00000250657	0	0	0	0	0	0	0	0	0
ENSG00000250658	0	0	3	0	0	7	0	5	0
ENSG00000250659	0	0	0	0	1	0	0	0	0
ENSG00000250662	0	0	0	0	0	0	0	0	0
ENSG00000250665	0	0	0	0	0	0	0	0	0
ENSG00000250666	0	0	0	0	0	1	0	0	0
ENSG00000250667	0	0	1	0	0	0	0	0	0
ENSG00000250668	0	0	0	0	0	0	0	0	0
ENSG00000250669	0	0	1	1	0	0	0	1	9
ENSG00000250670	0	0	0	2	0	0	0	0	0
ENSG00000250672	0	0	0	0	0	0	0	0	0
ENSG00000250673	0	0	0	0	0	0	0	0	0
ENSG00000250674	0	0	0	0	0	0	0	0	0
ENSG00000250677	0	0	0	0	0	0	0	0	0
ENSG00000250678	0	0	0	0	0	0	0	0	0
ENSG00000250681	0	0	0	0	0	0	0	0	0
ENSG00000250682	16	58	67	27	55	65	30	28	23
ENSG00000250684	0	0	0	0	0	0	0	0	0
ENSG00000250685	0	0	0	0	0	0	0	0	0
ENSG00000250686	0	0	0	0	0	0	0	0	0
ENSG00000250687	0	0	0	0	0	0	0	0	0
ENSG00000250688	0	0	0	0	0	0	0	0	0
ENSG00000250692	0	0	0	0	0	0	0	0	0
ENSG00000250693	0	0	0	0	0	0	0	0	0
ENSG00000250694	0	0	0	0	0	1	0	0	0
ENSG00000250696	0	0	0	0	0	0	0	0	0
ENSG00000250697	0	0	0	1	0	0	0	1	0
ENSG00000250698	0	0	1	0	0	0	0	0	0
ENSG00000250699	3	0	0	2	2	1	0	1	0
ENSG00000250703	0	0	0	0	0	0	0	0	0
ENSG00000250704	0	0	0	0	0	0	0	0	0
ENSG00000250705	0	0	0	0	0	0	0	0	0
ENSG00000250706	0	0	0	0	0	0	0	0	0
ENSG00000250708	0	4	2	0	0	0	0	0	1
ENSG00000250709	0	0	0	0	0	0	0	0	0
ENSG00000250710	0	0	0	0	1	0	0	0	0
ENSG00000250711	0	0	0	0	0	0	0	0	0
ENSG00000250712	0	0	0	0	0	0	0	0	0
ENSG00000250714	0	0	0	0	0	0	0	0	0
ENSG00000250715	0	0	0	0	0	0	0	0	0
ENSG00000250716	0	0	1	0	0	0	0	0	0
ENSG00000250719	0	0	0	0	0	0	0	0	0
ENSG00000250721	0	0	0	0	0	0	0	0	0
ENSG00000250722	149	237	333	127	268	253	363	406	449
ENSG00000250723	0	0	0	0	0	0	0	0	0
ENSG00000250725	0	0	2	1	0	0	0	0	0
ENSG00000250726	0	0	3	1	0	0	0	0	0
ENSG00000250727	0	0	0	0	0	0	0	0	0
ENSG00000250728	0	0	0	0	0	0	0	0	0
ENSG00000250730	0	0	1	0	0	0	0	0	0
ENSG00000250731	4	4	13	7	13	6	12	11	18
ENSG00000250732	0	0	0	0	0	0	0	0	0
ENSG00000250733	0	0	1	2	0	0	0	0	0
ENSG00000250734	4	1	1	3	1	0	0	0	0
ENSG00000250735	0	0	0	0	0	0	0	0	0
ENSG00000250739	0	0	0	0	0	0	0	0	0
ENSG00000250740	0	0	2	0	0	0	0	0	0
ENSG00000250741	0	0	0	0	0	0	0	0	0
ENSG00000250742	57	52	89	101	138	186	108	81	157
ENSG00000250745	0	0	0	0	0	0	0	0	0
ENSG00000250746	3	5	10	3	4	5	11	13	24
ENSG00000250747	0	0	0	0	0	1	0	0	0
ENSG00000250748	1	1	0	2	5	1	4	0	0
ENSG00000250749	0	0	1	0	0	0	0	0	0
ENSG00000250750	0	0	0	0	0	0	0	0	0
ENSG00000250751	0	0	1	1	2	0	0	0	1
ENSG00000250752	0	0	0	0	0	0	0	0	0
ENSG00000250753	0	0	0	0	0	0	0	0	0
ENSG00000250754	0	0	1	1	0	2	0	0	0
ENSG00000250756	0	0	0	0	0	0	0	0	0
ENSG00000250760	0	0	0	0	0	0	0	0	0
ENSG00000250761	0	0	0	0	0	0	0	0	0
ENSG00000250762	0	1	0	0	1	1	0	0	0
ENSG00000250764	2	0	1	10	2	0	3	0	2
ENSG00000250765	0	0	0	0	0	0	0	0	0
ENSG00000250767	0	0	0	0	0	0	0	0	0
ENSG00000250768	0	0	0	0	0	2	0	0	0
ENSG00000250769	0	0	0	0	0	0	0	0	0
ENSG00000250770	1	0	0	0	0	2	0	0	0
ENSG00000250771	0	0	0	0	0	0	0	0	0
ENSG00000250772	0	0	2	0	0	0	0	0	0
ENSG00000250775	0	0	0	0	0	0	0	0	0
ENSG00000250777	0	0	0	0	0	0	0	0	0
ENSG00000250778	0	1	0	0	1	0	0	0	0
ENSG00000250781	0	0	1	1	0	0	1	0	0
ENSG00000250782	1	4	7	4	4	0	0	7	10
ENSG00000250786	198	206	343	140	300	278	130	109	201
ENSG00000250787	0	0	0	0	0	0	1	0	0
ENSG00000250788	0	0	0	0	0	0	0	0	0
ENSG00000250790	5	0	4	12	10	11	0	6	0
ENSG00000250791	0	4	0	1	0	0	0	0	0
ENSG00000250794	2	2	1	2	1	2	0	5	1
ENSG00000250796	2	1	1	0	1	0	2	1	2
ENSG00000250799	0	0	0	0	0	19	0	0	0
ENSG00000250801	0	0	0	0	0	0	0	0	0
ENSG00000250802	38	86	61	38	76	71	90	7	56
ENSG00000250803	0	0	1	3	0	0	0	0	0
ENSG00000250804	0	0	0	0	0	0	0	0	0
ENSG00000250806	0	0	0	0	0	0	0	0	0
ENSG00000250807	0	0	0	0	0	0	0	0	0
ENSG00000250808	0	0	0	0	0	5	0	0	0
ENSG00000250812	0	0	0	0	0	0	0	0	0
ENSG00000250813	0	0	0	0	0	0	0	0	0
ENSG00000250814	0	0	0	0	0	0	0	1	0
ENSG00000250815	0	0	0	0	0	0	0	0	0
ENSG00000250816	0	0	0	0	1	0	0	0	0
ENSG00000250819	0	0	1	0	0	0	0	0	0
ENSG00000250820	0	0	0	0	0	0	0	0	0
ENSG00000250821	0	0	0	0	0	0	0	0	0
ENSG00000250822	0	0	0	1	0	0	0	0	0
ENSG00000250825	0	0	0	0	0	0	0	0	0
ENSG00000250826	0	1	0	0	0	0	0	0	0
ENSG00000250827	0	0	1	4	0	0	0	0	0
ENSG00000250828	0	0	0	0	0	0	0	0	0
ENSG00000250829	0	0	0	11	3	0	4	2	0
ENSG00000250830	0	0	0	0	0	0	0	0	0
ENSG00000250831	0	0	0	0	2	0	0	0	0
ENSG00000250833	0	0	0	0	0	1	2	0	0
ENSG00000250834	0	0	0	1	0	0	0	0	0
ENSG00000250835	0	0	0	0	0	0	0	0	0
ENSG00000250838	25	15	49	29	40	16	21	23	20
ENSG00000250839	0	0	0	0	0	0	0	0	0
ENSG00000250842	0	0	0	1	0	2	0	0	0
ENSG00000250844	0	0	0	0	0	0	0	0	0
ENSG00000250846	2	0	3	0	9	17	1	0	2
ENSG00000250847	0	0	0	0	0	0	0	0	0
ENSG00000250848	0	2	2	4	5	7	3	1	8
ENSG00000250850	0	0	0	0	0	0	0	0	0
ENSG00000250853	0	0	0	0	2	0	0	0	1
ENSG00000250855	0	0	1	0	0	0	0	0	0
ENSG00000250857	0	0	0	0	0	0	0	0	0
ENSG00000250858	0	0	0	0	0	0	0	0	0
ENSG00000250859	24	18	14	2	8	1	8	8	8
ENSG00000250860	0	0	1	1	0	0	0	0	0
ENSG00000250862	0	0	0	0	0	0	0	0	0
ENSG00000250863	0	0	0	0	0	0	0	0	0
ENSG00000250865	0	0	0	0	0	0	0	0	0
ENSG00000250866	0	0	3	0	0	0	1	0	0
ENSG00000250868	0	0	0	0	0	0	0	0	0
ENSG00000250869	0	1	1	0	3	0	0	0	0
ENSG00000250874	0	0	2	0	0	0	0	0	0
ENSG00000250877	0	0	0	0	0	0	0	0	0
ENSG00000250878	2	0	0	0	0	0	0	0	7
ENSG00000250882	0	0	0	0	0	0	4	0	0
ENSG00000250884	0	0	0	0	0	0	0	0	0
ENSG00000250885	0	0	0	0	0	0	0	0	0
ENSG00000250886	0	0	0	0	0	0	0	0	0
ENSG00000250887	0	0	0	0	0	0	0	0	0
ENSG00000250888	0	0	0	0	0	0	0	0	0
ENSG00000250889	0	0	1	0	0	3	0	1	3
ENSG00000250890	0	0	0	0	0	0	0	0	0
ENSG00000250891	0	0	0	0	0	1	0	0	0
ENSG00000250892	0	9	12	0	24	4	5	10	13
ENSG00000250893	0	1	0	0	0	0	5	1	0
ENSG00000250894	0	0	3	0	0	0	0	0	0
ENSG00000250895	0	0	0	0	0	0	0	0	0
ENSG00000250896	2	6	4	9	17	12	15	6	17
ENSG00000250897	0	0	0	0	0	0	0	0	0
ENSG00000250899	15	16	24	8	68	14	1	23	19
ENSG00000250900	0	3	7	7	3	0	0	7	0
ENSG00000250902	0	0	0	0	5	0	0	1	0
ENSG00000250903	97	78	191	75	205	128	177	142	191
ENSG00000250905	0	0	0	0	0	0	0	0	0
ENSG00000250906	0	0	0	0	0	0	0	0	0
ENSG00000250908	0	0	0	0	0	0	0	0	0
ENSG00000250909	0	2	1	0	0	0	0	0	0
ENSG00000250910	0	0	4	0	2	0	0	0	0
ENSG00000250913	0	0	0	0	0	0	0	0	0
ENSG00000250914	0	0	0	0	0	0	0	0	0
ENSG00000250915	0	0	0	0	0	0	0	0	0
ENSG00000250917	0	0	1	7	0	3	0	2	0
ENSG00000250919	0	0	0	0	0	0	0	0	0
ENSG00000250920	0	0	1	0	0	0	0	0	0
ENSG00000250921	0	0	0	0	0	0	0	0	0
ENSG00000250922	0	0	0	0	0	0	0	0	0
ENSG00000250923	0	0	0	0	0	0	0	0	0
ENSG00000250927	1	0	1	1	1	0	0	1	3
ENSG00000250928	0	0	0	0	0	0	0	0	0
ENSG00000250929	0	0	0	0	0	0	0	0	0
ENSG00000250930	0	0	0	0	0	0	0	0	0
ENSG00000250933	0	0	0	8	0	0	0	0	0
ENSG00000250934	2	0	9	1	0	1	4	2	0
ENSG00000250938	9	7	9	11	35	8	5	17	12
ENSG00000250939	0	0	0	0	0	0	0	0	0
ENSG00000250940	1	0	0	5	7	0	2	0	1
ENSG00000250942	0	0	0	0	0	0	0	0	0
ENSG00000250945	0	0	0	1	0	0	0	0	0
ENSG00000250946	0	0	0	1	0	0	0	0	0
ENSG00000250947	0	0	0	0	0	0	0	0	0
ENSG00000250948	0	1	1	0	0	9	0	0	0
ENSG00000250949	0	0	0	0	0	0	0	0	0
ENSG00000250950	0	0	2	0	6	5	1	0	6
ENSG00000250951	0	0	0	0	0	0	0	0	0
ENSG00000250954	0	0	2	0	0	2	0	0	0
ENSG00000250955	0	0	0	0	0	0	0	0	0
ENSG00000250956	0	0	0	0	0	0	0	0	0
ENSG00000250957	0	0	0	1	0	0	0	0	0
ENSG00000250958	0	2	0	0	0	0	0	0	0
ENSG00000250959	34	75	44	49	82	59	28	20	32
ENSG00000250961	0	0	0	0	0	0	0	0	1
ENSG00000250962	0	0	0	0	0	0	1	1	0
ENSG00000250966	3	2	6	5	4	2	4	5	2
ENSG00000250968	0	0	0	0	0	0	0	0	0
ENSG00000250969	0	0	7	0	0	0	0	0	0
ENSG00000250971	0	0	0	0	0	0	0	0	0
ENSG00000250972	0	0	0	0	0	0	0	0	0
ENSG00000250973	0	0	0	3	0	0	0	0	0
ENSG00000250974	0	0	0	1	0	0	0	0	0
ENSG00000250976	0	0	0	0	0	0	0	0	2
ENSG00000250977	0	0	0	0	0	0	0	0	0
ENSG00000250978	0	0	0	1	0	0	0	0	0
ENSG00000250979	0	0	0	0	0	2	0	0	0
ENSG00000250980	0	0	3	0	3	0	0	0	0
ENSG00000250981	0	0	1	0	0	0	0	0	0
ENSG00000250982	8	16	7	5	13	13	7	5	14
ENSG00000250983	0	0	0	0	0	0	0	0	0
ENSG00000250984	0	0	0	0	0	0	0	0	0
ENSG00000250986	5	0	21	1	0	1	2	5	5
ENSG00000250988	14	33	43	23	57	36	15	36	14
ENSG00000250989	0	0	0	0	0	0	0	0	0
ENSG00000250990	1	0	2	0	0	6	0	0	2
ENSG00000250992	0	0	0	0	0	0	0	0	0
ENSG00000250993	0	0	0	0	0	0	0	0	0
ENSG00000250994	0	0	0	0	0	6	4	0	3
ENSG00000250995	0	0	0	0	0	0	3	0	0
ENSG00000250997	0	0	0	0	0	0	0	0	0
ENSG00000250999	3	0	16	0	0	10	2	5	8
ENSG00000251000	3	1	2	2	5	3	0	2	0
ENSG00000251001	0	0	1	0	0	0	0	0	0
ENSG00000251002	1	0	4	2	0	0	0	0	0
ENSG00000251003	1	0	0	9	13	3	0	2	0
ENSG00000251005	0	0	0	0	0	1	0	0	0
ENSG00000251008	0	0	0	1	0	0	0	0	0
ENSG00000251009	0	0	0	0	0	0	0	0	0
ENSG00000251010	0	0	0	0	0	0	0	0	0
ENSG00000251011	0	0	1	0	0	0	0	0	0
ENSG00000251012	0	0	0	0	0	0	0	0	0
ENSG00000251013	0	0	1	1	1	0	0	1	0
ENSG00000251014	0	0	0	0	0	1	0	1	0
ENSG00000251015	0	0	0	0	0	0	0	0	0
ENSG00000251017	2	1	1	0	2	4	1	1	1
ENSG00000251018	0	0	0	1	0	0	0	0	0
ENSG00000251019	0	0	0	0	0	0	0	0	0
ENSG00000251022	260	443	631	547	604	721	365	442	601
ENSG00000251023	0	0	11	4	0	0	9	0	0
ENSG00000251024	0	0	0	0	0	0	0	0	0
ENSG00000251025	0	0	1	0	0	0	0	0	0
ENSG00000251026	0	0	3	2	0	0	0	0	0
ENSG00000251027	0	0	0	0	0	1	2	0	0
ENSG00000251031	0	0	0	1	0	0	0	0	0
ENSG00000251032	1	1	3	3	0	0	0	1	1
ENSG00000251033	0	0	0	0	0	0	0	0	0
ENSG00000251034	10	17	43	7	21	10	60	9	11
ENSG00000251035	0	0	0	0	0	0	0	0	0
ENSG00000251038	0	0	0	0	0	1	0	0	0
ENSG00000251039	0	0	0	0	0	0	0	0	0
ENSG00000251040	0	0	0	0	0	0	0	0	0
ENSG00000251041	0	0	0	0	0	0	0	0	0
ENSG00000251044	0	0	0	0	0	0	0	0	0
ENSG00000251045	0	0	0	0	0	0	0	0	0
ENSG00000251046	2	0	3	2	0	0	6	0	0
ENSG00000251048	0	0	0	0	0	0	0	0	0
ENSG00000251049	0	0	0	0	0	0	0	0	0
ENSG00000251050	7	3	9	15	9	2	5	7	15
ENSG00000251051	0	0	0	0	0	0	0	0	0
ENSG00000251054	2	0	1	0	0	0	1	0	0
ENSG00000251055	0	0	0	0	0	1	0	0	0
ENSG00000251056	0	0	0	0	0	0	0	0	0
ENSG00000251058	0	0	0	0	0	0	0	0	0
ENSG00000251059	0	0	2	1	0	0	0	0	0
ENSG00000251061	0	0	0	0	0	1	0	0	0
ENSG00000251062	0	0	0	0	0	0	0	0	0
ENSG00000251066	0	0	2	0	0	0	0	1	0
ENSG00000251072	2	0	0	3	0	4	3	1	4
ENSG00000251073	0	0	0	0	0	0	0	0	0
ENSG00000251074	0	0	0	0	0	0	0	0	0
ENSG00000251075	0	0	0	0	2	0	0	0	0
ENSG00000251076	0	0	0	3	0	0	0	0	6
ENSG00000251078	0	0	0	0	0	0	0	0	0
ENSG00000251079	0	2	1	0	0	0	0	0	0
ENSG00000251080	0	0	0	0	0	4	0	0	0
ENSG00000251081	0	0	0	0	0	0	0	0	0
ENSG00000251085	1	2	7	5	3	9	5	3	9
ENSG00000251087	1	2	1	0	0	0	1	0	0
ENSG00000251088	0	0	0	0	0	0	0	0	0
ENSG00000251090	0	0	0	0	1	0	0	0	0
ENSG00000251093	0	0	0	0	0	0	0	0	0
ENSG00000251095	114	305	505	158	338	210	257	222	441
ENSG00000251099	0	0	0	0	0	0	0	0	0
ENSG00000251101	0	0	0	0	0	0	0	0	0
ENSG00000251102	0	0	0	0	2	1	2	2	3
ENSG00000251105	0	0	0	0	0	0	0	0	0
ENSG00000251106	0	0	0	0	0	1	0	0	0
ENSG00000251107	0	1	2	0	0	0	1	1	2
ENSG00000251108	0	0	0	0	0	0	0	0	0
ENSG00000251111	0	0	0	0	0	0	0	0	0
ENSG00000251112	0	0	0	0	0	0	0	0	0
ENSG00000251113	0	0	0	1	0	0	0	0	0
ENSG00000251118	0	0	0	0	0	0	0	0	0
ENSG00000251122	0	0	0	0	0	0	0	0	0
ENSG00000251123	0	0	0	0	0	0	0	0	0
ENSG00000251125	1	0	0	0	0	0	0	0	0
ENSG00000251126	0	0	0	0	0	2	0	0	0
ENSG00000251127	0	13	0	17	0	19	0	0	0
ENSG00000251128	1	0	0	0	0	0	2	0	0
ENSG00000251129	0	0	0	8	3	1	0	0	0
ENSG00000251131	0	0	0	2	0	0	1	0	0
ENSG00000251132	0	0	0	0	0	0	0	0	0
ENSG00000251135	0	0	0	1	0	0	0	0	0
ENSG00000251136	52	42	112	35	64	60	44	55	82
ENSG00000251137	0	0	0	0	0	1	0	0	0
ENSG00000251138	0	0	0	1	0	0	0	1	0
ENSG00000251139	4	6	4	2	0	5	0	1	3
ENSG00000251141	122	240	245	144	225	130	76	66	80
ENSG00000251142	0	0	0	0	0	0	0	0	0
ENSG00000251143	0	0	0	0	0	0	1	0	0
ENSG00000251144	0	0	0	1	0	7	4	0	0
ENSG00000251147	0	0	5	0	0	0	0	0	0
ENSG00000251148	0	0	0	0	0	0	0	0	0
ENSG00000251149	0	0	0	0	0	1	0	0	0
ENSG00000251151	0	0	0	1	0	0	0	0	0
ENSG00000251152	0	0	0	0	0	0	0	0	0
ENSG00000251154	0	0	0	0	0	0	0	0	0
ENSG00000251155	0	0	0	0	0	0	0	0	0
ENSG00000251158	0	0	0	0	0	0	0	0	0
ENSG00000251159	0	0	0	0	0	0	0	0	0
ENSG00000251161	6	7	5	6	1	7	0	18	13
ENSG00000251162	0	0	0	0	0	0	0	0	0
ENSG00000251163	0	0	0	0	0	0	0	0	0
ENSG00000251164	0	0	0	0	0	0	0	3	0
ENSG00000251165	0	0	0	3	0	2	2	0	0
ENSG00000251166	1	0	0	0	0	0	0	0	0
ENSG00000251168	2	0	0	0	0	0	0	0	0
ENSG00000251169	0	0	0	1	0	0	0	0	0
ENSG00000251170	0	0	0	0	0	0	0	0	0
ENSG00000251171	0	0	0	0	0	0	0	0	0
ENSG00000251172	0	0	0	1	0	0	0	0	0
ENSG00000251173	0	0	0	0	0	0	0	0	0
ENSG00000251174	0	0	2	0	0	0	0	0	0
ENSG00000251175	0	0	2	3	1	2	2	0	0
ENSG00000251176	0	0	2	2	0	0	0	0	0
ENSG00000251177	0	0	0	0	0	0	0	0	0
ENSG00000251178	0	0	1	0	0	0	0	0	0
ENSG00000251179	1	0	1	0	3	0	3	4	0
ENSG00000251182	0	0	0	0	0	0	0	0	0
ENSG00000251183	0	0	2	0	0	0	1	0	0
ENSG00000251184	0	0	0	0	0	0	0	0	0
ENSG00000251185	0	0	0	0	0	0	0	0	0
ENSG00000251186	0	2	1	1	5	1	0	0	0
ENSG00000251187	0	0	0	0	0	0	0	0	0
ENSG00000251188	0	0	7	0	0	0	0	0	0
ENSG00000251189	0	0	0	0	0	0	0	0	0
ENSG00000251191	0	0	0	0	0	0	0	0	0
ENSG00000251192	25	7	68	45	57	105	7	53	36
ENSG00000251193	0	0	1	0	0	0	0	0	0
ENSG00000251194	0	0	0	0	0	0	0	0	0
ENSG00000251195	0	0	0	0	0	0	0	0	0
ENSG00000251196	0	0	0	0	0	0	0	0	0
ENSG00000251199	0	0	0	0	0	0	0	0	0
ENSG00000251200	0	0	0	0	0	0	1	0	0
ENSG00000251201	0	0	0	0	0	0	0	0	0
ENSG00000251203	0	0	0	0	0	0	0	0	0
ENSG00000251204	0	0	0	1	1	0	0	0	0
ENSG00000251205	0	0	0	0	0	0	0	0	0
ENSG00000251206	0	0	0	0	0	0	0	0	0
ENSG00000251209	1	0	9	3	4	5	0	1	0
ENSG00000251210	0	0	1	1	0	0	0	0	0
ENSG00000251211	0	1	0	0	2	4	0	0	2
ENSG00000251212	0	0	0	1	0	0	0	0	0
ENSG00000251213	0	0	0	0	0	0	0	0	0
ENSG00000251214	0	0	0	0	0	0	0	0	0
ENSG00000251215	0	0	0	0	0	0	0	0	1
ENSG00000251216	0	0	1	15	0	0	0	0	20
ENSG00000251218	0	0	1	2	1	2	0	0	0
ENSG00000251219	0	0	0	0	0	0	0	0	4
ENSG00000251220	0	0	0	0	0	0	0	0	0
ENSG00000251221	1	0	0	0	2	0	1	0	0
ENSG00000251223	0	0	0	0	0	0	0	0	0
ENSG00000251224	0	0	0	0	1	0	0	0	0
ENSG00000251226	0	2	1	0	5	0	0	0	3
